fixed acidity,volatile acidity,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
9.7,0.29500000000000004,14,21,0.9955599999999999,3.14,0.51
7.7,0.39,19,27,0.99596,3.16,0.49
7.1,0.33999999999999997,31,68,0.99694,3.4499999999999997,0.48000000000000004
6.5,0.4,30,47,0.99554,3.36,0.48000000000000004
7.1,0.33999999999999997,31,68,0.99694,3.4499999999999997,0.48000000000000004
10,0.35,20,88,0.99918,3.15,0.43000000000000005
7.7,0.6,19,41,0.99697,3.3899999999999997,0.62
5.6,0.6599999999999999,3,11,0.99378,3.71,0.63
5.6,0.6599999999999999,3,11,0.99378,3.71,0.63
8.9,0.8400000000000001,4,10,0.99554,3.12,0.48000000000000004
6.4,0.69,7,12,0.9916200000000001,3.4699999999999998,0.53
7.5,0.43000000000000005,6,12,0.99495,3.44,0.72
9.9,0.35,31,47,0.99676,3.2600000000000002,0.8200000000000001
9.1,0.29000000000000004,13,27,0.9951599999999999,3.2600000000000002,0.8400000000000001
6.8,0.36,4,8,0.9928,3.36,0.55
8.2,0.43000000000000005,27,45,0.99603,3.25,0.54
6.8,0.36,4,8,0.9928,3.36,0.55
9.1,0.29000000000000004,13,27,0.9951599999999999,3.2600000000000002,0.8400000000000001
9.1,0.3,12,25,0.9951599999999999,3.2600000000000002,0.8400000000000001
8.9,0.35,12,24,0.99549,3.23,0.7
9.6,0.5,26,55,0.99722,3.18,0.6799999999999999
8.9,0.28,7,12,0.99354,3.25,0.55
8.9,0.32,12,19,0.9957,3.17,0.55
7.7,1.005,11,32,0.99604,3.23,0.48000000000000004
7.5,0.71,22,31,0.99635,3.38,0.58
8,0.58,3,7,0.99454,3.22,0.58
10.5,0.39,14,27,0.99598,3.06,0.8400000000000001
8.9,0.38,12,28,0.99486,3.27,0.75
8,0.18,36,109,0.99007,2.8899999999999997,0.44
8,0.18,36,109,0.99007,2.8899999999999997,0.44
7,0.5,10,23,0.9963599999999999,3.53,0.61
11.3,0.36,3,8,0.99642,3.2,0.53
11.3,0.36,3,8,0.99642,3.2,0.53
7,0.51,4,9,0.9958400000000001,3.3499999999999996,0.54
8.2,0.32,3,9,0.99505999999999994,3.27,0.55
7.7,0.58,12,18,0.99568,3.32,0.56
8.6,0.8300000000000001,17,43,0.99822,3.3299999999999996,0.6
7.9,0.31,14,36,0.9936400000000001,3.4099999999999997,0.56
6.4,0.7949999999999999,28,52,0.99378,3.4899999999999998,0.52
7.2,0.33999999999999997,41,68,0.99586,3.3699999999999997,0.54
7.7,0.58,12,18,0.99568,3.32,0.56
7.1,0.59,9,14,0.99488,3.42,0.55
7.3,0.55,9,15,0.99514,3.3499999999999996,0.58
8.1,0.8200000000000001,5,14,0.99854,3.36,0.53
7.5,0.5700000000000001,14,27,0.99592,3.3,0.59
8.9,0.745,15,48,0.99739,3.2,0.47000000000000003
10.1,0.37,5,17,0.99683,3.17,0.65
7.6,0.31,26,35,0.9935599999999999,3.22,0.59
7.3,0.91,20,56,0.99672,3.3499999999999996,0.56
8.7,0.41000000000000003,25,42,0.9953,3.24,0.77
8.9,0.5,21,39,0.99692,3.3299999999999996,0.8300000000000001
7.4,0.965,16,32,0.9975599999999999,3.58,0.6699999999999999
6.9,0.49,13,26,0.99547,3.38,0.64
8.9,0.5,21,39,0.99692,3.3299999999999996,0.8300000000000001
9.5,0.39,18,39,0.99859,3.29,0.81
6.4,0.39,12,53,0.99294,3.36,0.62
6.9,0.44,32,38,0.9943799999999999,3.32,0.58
7.6,0.7799999999999999,33,45,0.99612,3.3099999999999996,0.62
7.1,0.43000000000000005,27,51,0.99634,3.4899999999999998,0.64
9.3,0.49,3,14,0.99702,3.27,0.7799999999999999
9.3,0.5,6,17,0.99704,3.27,0.77
7.1,0.43000000000000005,27,51,0.99634,3.4899999999999998,0.64
8.5,0.46,16,45,0.99702,3.03,1.34
5.6,0.605,19,25,0.9925799999999999,3.56,0.55
8.3,0.32999999999999996,9,20,0.9942599999999999,3.38,0.77
8.2,0.64,5,77,0.99747,3.13,0.62
8.2,0.64,5,77,0.99747,3.13,0.62
8.9,0.48000000000000004,3,10,0.99586,3.21,0.59
7.6,0.42000000000000004,28,90,0.9978400000000001,3.15,0.5700000000000001
9.9,0.53,30,52,0.9971,3.19,0.76
8.9,0.48000000000000004,3,10,0.99586,3.21,0.59
11.6,0.23,3,8,0.9981,3.14,0.7
9.1,0.4,7,16,0.9946200000000001,3.21,0.69
8,0.38,6,15,0.9956,3.3,0.64
10.2,0.29000000000000004,6,17,0.99565,3.22,0.63
8.2,0.74,5,10,0.99418,3.2800000000000002,0.5700000000000001
7.7,0.61,6,20,0.9963,3.29,0.6
6.6,0.52,13,26,0.9935799999999999,3.4,0.72
11.1,0.31,3,10,0.99572,3.02,0.8300000000000001
11.1,0.31,3,10,0.99572,3.02,0.8300000000000001
8,0.62,28,52,0.997,3.3099999999999996,0.62
9.3,0.32999999999999996,19,37,0.99498,3.18,0.89
7.5,0.77,30,92,0.99892,3.2,0.58
7.2,0.35,33,75,0.9968,3.4,0.58
8,0.62,16,37,0.9972,3.3099999999999996,0.58
7.5,0.77,30,92,0.99892,3.2,0.58
9.1,0.25,45,67,0.9976900000000001,3.44,0.8600000000000001
9.9,0.32,3,8,0.99534,3.15,0.73
8.6,0.37,3,8,0.99817,3.27,0.58
8.6,0.37,3,8,0.99817,3.27,0.58
10.3,0.27,3,8,0.99471,3.16,0.51
7.2,0.38,31,70,0.99685,3.42,0.59
8.7,0.42000000000000004,32,59,0.99617,3.3299999999999996,0.77
7.2,0.38,31,70,0.99685,3.42,0.59
6.8,0.48000000000000004,40,64,0.99529,3.12,0.49
8.5,0.33999999999999997,3,9,0.9973799999999999,3.38,0.6599999999999999
7.9,0.19,18,30,0.994,3.29,0.69
11.6,0.41000000000000003,22,41,0.99735,3.02,0.76
11.6,0.41000000000000003,22,41,0.99735,3.02,0.76
10,0.26,42,74,0.9945099999999999,2.98,0.63
7.9,0.33999999999999997,8,19,0.9954599999999999,3.3499999999999996,0.6
7,0.54,10,16,0.9947900000000001,3.4299999999999997,0.59
9.2,0.31,11,31,0.99615,3.3299999999999996,0.8600000000000001
6.6,0.725,9,17,0.9965499999999999,3.3499999999999996,0.49
9.4,0.4,6,20,0.99772,3.15,0.5
6.6,0.725,9,17,0.9965499999999999,3.3499999999999996,0.49
8.6,0.52,5,18,0.99666,3.2,0.52
8,0.31,5,16,0.9935799999999999,3.15,0.81
8.6,0.52,5,18,0.99666,3.2,0.52
8.4,0.33999999999999997,23,36,0.99392,3.11,0.7799999999999999
7.4,0.49,14,25,0.99388,3.3499999999999996,0.63
6.1,0.48000000000000004,18,30,0.99402,3.4499999999999997,0.54
7.4,0.49,14,25,0.99388,3.3499999999999996,0.63
8,0.48000000000000004,16,25,0.9936,3.2800000000000002,0.6599999999999999
6.3,0.5700000000000001,13,49,0.9937400000000001,3.4099999999999997,0.6
8.2,0.23,9,17,0.99376,3.21,0.54
9.1,0.3,10,24,0.99523,3.27,0.8500000000000001
8.1,0.7799999999999999,4,13,0.9985499999999999,3.36,0.49
10.8,0.47000000000000003,27,66,0.9982,3.17,0.76
8.3,0.53,6,14,0.99593,3.25,0.64
7.9,0.32999999999999996,6,35,0.99396,3.29,0.71
8.9,0.24000000000000002,3,10,0.99698,3.12,0.59
5,0.4,29,80,0.9902,3.4899999999999998,0.6599999999999999
7,0.69,15,21,0.99572,3.38,0.6
7,0.69,15,21,0.99572,3.38,0.6
7,0.69,15,21,0.99572,3.38,0.6
7.1,0.39,14,24,0.99252,3.3,0.53
5.6,0.6599999999999999,7,15,0.9925599999999999,3.52,0.58
7.9,0.54,8,17,0.99235,3.2,0.72
6.6,0.5,21,28,0.99352,3.44,0.55
6.3,0.47000000000000003,27,33,0.9922,3.4499999999999997,0.48000000000000004
10.7,0.4,17,29,0.9967400000000001,3.12,0.65
6.5,0.58,3,13,0.99557,3.62,0.62
8.8,0.24000000000000002,13,27,0.99394,3.14,0.59
5.8,0.29000000000000004,3,11,0.9914999999999999,3.3899999999999997,0.54
6.3,0.76,26,52,0.9937900000000001,3.51,0.6
10,0.43000000000000005,28,89,0.9984,3.22,0.6799999999999999
10.5,0.43000000000000005,24,70,0.99798,3.21,0.69
9.1,0.6,5,10,0.9977,3.18,0.63
5.9,0.19,57,135,0.9934099999999999,3.32,0.44
7.4,0.36,18,38,0.9933,3.38,0.88
7.2,0.48000000000000004,10,18,0.9968400000000001,3.3699999999999997,0.6799999999999999
8.5,0.28,6,15,0.99524,3.3,0.74
8,0.25,22,50,0.9946,3.38,0.6
10.4,0.52,6,13,0.9977400000000001,3.22,0.76
10.4,0.52,6,13,0.9977400000000001,3.22,0.76
7.5,0.41000000000000003,29,94,0.99786,3.14,0.58
8.2,0.51,16,86,0.9976400000000001,3.34,0.64
7.3,0.4,33,79,0.9969,3.4099999999999997,0.65
8.2,0.38,24,71,0.99624,3.27,0.8500000000000001
6.9,0.45,6,12,0.99354,3.3,0.65
7,0.22,16,20,0.99672,3.61,0.8200000000000001
7.3,0.32,35,70,0.99588,3.4299999999999997,0.62
8.2,0.2,31,51,0.99672,3.53,0.81
7.8,0.5,6,21,0.996,3.2800000000000002,0.8700000000000001
10,0.41000000000000003,6,14,0.99702,3.21,0.49
7.8,0.39,9,21,0.9952599999999999,3.3899999999999997,0.6599999999999999
10,0.35,6,11,0.99585,3.23,0.52
8.2,0.32999999999999996,4,12,0.99473,3.3,0.76
6.1,0.58,16,70,0.99352,3.46,0.65
8.3,0.6,9,38,0.9961599999999999,3.15,0.53
9.6,0.42000000000000004,17,38,0.99622,3.23,0.6599999999999999
6.6,0.58,50,63,0.99544,3.59,0.6799999999999999
8.3,0.6,9,38,0.9961599999999999,3.15,0.53
8.5,0.18,45,88,0.99524,3.3299999999999996,0.76
5.1,0.51,16,101,0.9924,3.46,0.8700000000000001
6.7,0.41000000000000003,22,54,0.99572,3.42,1.1600000000000001
10.2,0.41000000000000003,11,37,0.9972799999999999,3.16,0.6699999999999999
10.6,0.36,6,20,0.99676,3.14,0.72
8.8,0.45,12,21,0.9955099999999999,3.21,0.75
8.5,0.32,12,19,0.99434,3.14,0.71
9,0.7849999999999999,10,21,0.99692,3.29,0.6699999999999999
9,0.7849999999999999,10,21,0.99692,3.29,0.6699999999999999
8.5,0.44,15,38,0.99634,3.01,1.1
9.9,0.54,7,60,0.99709,2.94,0.98
8.2,0.32999999999999996,29,48,0.9952799999999999,3.32,0.88
6.5,0.33999999999999997,8,44,0.9938400000000001,3.21,0.56
7.6,0.5,5,14,0.99502,3.32,0.62
9.2,0.36,5,12,0.9966700000000001,3.2,0.6699999999999999
7.1,0.59,26,44,0.99522,3.42,0.6799999999999999
9.7,0.42000000000000004,5,16,0.99649,3.27,0.74
7.6,0.36,26,65,0.9971599999999999,3.46,0.62
7.6,0.36,26,65,0.9971599999999999,3.46,0.62
6.5,0.61,48,59,0.9954099999999999,3.61,0.7
6.5,0.88,23,47,0.99572,3.58,0.5
7.1,0.6599999999999999,6,11,0.99318,3.3499999999999996,0.6599999999999999
5.6,0.915,17,78,0.9934599999999999,3.68,0.73
8.2,0.35,11,47,0.99599,3.27,0.81
8.2,0.35,11,47,0.99599,3.27,0.81
9.8,0.39,5,11,0.99478,3.19,0.46
10.2,0.4,41,54,0.99754,3.38,0.8600000000000001
6.8,0.6599999999999999,16,61,0.99572,3.29,0.6
6.7,0.64,11,119,0.9953799999999999,3.36,0.7
7,0.43000000000000005,6,39,0.9934599999999999,3.3299999999999996,0.46
6.6,0.8,6,12,0.9963,3.52,0.5
7,0.43000000000000005,6,39,0.9934599999999999,3.3299999999999996,0.46
6.7,0.64,11,119,0.9953799999999999,3.36,0.7
8.8,0.9550000000000001,5,19,0.9961599999999999,3.3,0.44
9.1,0.4,6,20,0.99652,3.2800000000000002,0.5700000000000001
6.5,0.885,6,12,0.9955099999999999,3.56,0.51
7.2,0.25,11,41,0.99439,3.52,0.8
6.4,0.885,6,12,0.9955099999999999,3.56,0.51
7,0.745,15,64,0.99588,3.22,0.59
6.2,0.43000000000000005,21,56,0.9963299999999999,3.52,0.6
7.9,0.58,23,94,0.99686,3.21,0.58
7.7,0.5700000000000001,4,9,0.9945799999999999,3.16,0.54
7.7,0.26,19,77,0.9951,3.15,0.7899999999999999
7.9,0.58,23,94,0.99686,3.21,0.58
7.7,0.5700000000000001,4,9,0.9945799999999999,3.16,0.54
7.9,0.33999999999999997,5,10,0.99419,3.27,0.54
8.6,0.42000000000000004,6,12,0.9951599999999999,3.3499999999999996,0.69
9.9,0.74,33,76,0.99878,3.14,0.55
7.2,0.36,24,44,0.99534,3.4,0.8500000000000001
7.2,0.36,24,44,0.99534,3.4,0.8500000000000001
7.2,0.36,24,44,0.99534,3.4,0.8500000000000001
9.9,0.72,24,52,0.99752,3.3499999999999996,0.9400000000000001
7.2,0.36,24,44,0.99534,3.4,0.8500000000000001
6.2,0.39,14,24,0.9942799999999999,3.4499999999999997,0.8700000000000001
6.8,0.65,8,15,0.99498,3.3499999999999996,0.62
6.6,0.44,22,53,0.9957,3.32,0.62
6.8,0.65,8,15,0.99498,3.3499999999999996,0.62
9.6,0.38,5,13,0.99659,3.15,0.75
10.2,0.32999999999999996,6,9,0.9962799999999999,3.1,0.48000000000000004
8.8,0.27,20,29,0.99488,3.2600000000000002,0.56
7.9,0.5700000000000001,10,79,0.99677,3.29,0.69
8.2,0.33999999999999997,43,74,0.99408,3.23,0.81
8.2,0.4,8,24,0.996,3.24,0.69
9,0.39,25,50,0.99478,3.2,0.8300000000000001
10.9,0.32,17,44,0.99734,3.2800000000000002,0.77
10.9,0.32,17,44,0.99734,3.2800000000000002,0.77
8.1,0.53,33,89,0.99678,3.2600000000000002,0.46
10.5,0.36,9,23,0.9963799999999999,3.23,0.76
12.6,0.39,8,20,0.9992,3.07,0.8200000000000001
9.2,0.46,18,77,0.99922,3.15,0.51
7.5,0.58,27,46,0.99592,3.02,0.47000000000000003
9,0.58,8,21,0.9976900000000001,3.27,0.72
5.1,0.42000000000000004,18,88,0.99157,3.68,0.73
7.6,0.43000000000000005,19,66,0.99718,3.4,0.64
7.7,0.18,15,58,0.9947,3.3699999999999997,0.7799999999999999
7.8,0.8150000000000001,48,90,0.9962099999999999,3.38,0.62
7.6,0.43000000000000005,19,66,0.99718,3.4,0.64
10.2,0.23,14,36,0.99614,3.23,0.49
7.1,0.75,11,18,0.99242,3.3899999999999997,0.4
6,0.32999999999999996,6,113,0.99572,3.3,0.56
7.8,0.55,7,17,0.99659,3.2600000000000002,0.64
7.1,0.75,11,18,0.99242,3.3899999999999997,0.4
8.1,0.73,12,24,0.99798,3.38,0.46
6.5,0.6699999999999999,11,20,0.99488,3.4499999999999997,0.56
7.5,0.61,36,60,0.99494,3.1,0.4
9.8,0.37,28,65,0.99729,3.16,0.59
9,0.4,15,40,0.99414,3.22,0.6
8.3,0.56,10,86,0.9983,3.3699999999999997,0.62
7.4,0.55,15,34,0.9965499999999999,3.4899999999999998,0.6799999999999999
7.4,0.74,15,48,0.99502,3.12,0.48000000000000004
7.4,0.55,15,34,0.9965499999999999,3.4899999999999998,0.6799999999999999
6.9,0.41000000000000003,22,36,0.9949,3.4099999999999997,0.75
7.1,0.6,24,37,0.99514,3.4,0.61
7.1,0.6,24,37,0.99514,3.4,0.61
7.5,0.58,27,60,0.9963,3.2800000000000002,0.59
7.1,0.72,6,14,0.99627,3.4499999999999997,0.58
7.9,0.6599999999999999,6,13,0.9956900000000001,3.4299999999999997,0.58
7.8,0.7,20,35,0.9962799999999999,3.4,0.69
6.1,0.64,26,46,0.9935799999999999,3.4699999999999998,0.45
7.5,0.59,43,60,0.99499,3.1,0.42000000000000004
7,0.58,12,69,0.9963299999999999,3.32,0.7
6.8,0.64,15,33,0.9953799999999999,3.44,0.63
6.8,0.64,15,33,0.9953799999999999,3.44,0.63
8.6,0.635,19,56,0.99632,3.02,1.1500000000000001
6.3,1.02,17,24,0.99437,3.59,0.55
9.8,0.45,34,66,0.9972599999999999,3.15,0.58
8.2,0.7799999999999999,13,26,0.9978,3.3699999999999997,0.46
8.5,0.37,26,51,0.9945599999999999,3.38,0.72
7.2,0.5700000000000001,16,36,0.9956400000000001,3.38,0.6
7.2,0.5700000000000001,16,36,0.9956400000000001,3.38,0.6
10.4,0.43000000000000005,13,19,0.996,3.1,0.8700000000000001
6.9,0.41000000000000003,21,51,0.99668,3.4699999999999998,0.55
5.5,0.49,28,87,0.9908,3.5,0.8200000000000001
5,0.38,26,60,0.99084,3.7,0.75
7.3,0.44,24,64,0.9934999999999999,3.38,0.5700000000000001
5.9,0.46,25,44,0.99385,3.5,0.53
7.5,0.58,34,44,0.99494,3.1,0.43000000000000005
7.8,0.58,17,36,0.9944,3.24,0.53
8,0.715,13,81,0.99688,3.24,0.54
8.5,0.4,3,10,0.99566,3.2800000000000002,0.56
7,0.69,3,10,0.9963599999999999,3.3499999999999996,0.6
8,0.715,13,81,0.99688,3.24,0.54
9.8,0.3,3,9,0.9948,3.14,0.5700000000000001
7.1,0.46,28,54,0.9956,3.3699999999999997,0.64
7.1,0.46,28,54,0.9956,3.3699999999999997,0.64
7.9,0.765,9,22,0.99619,3.3299999999999996,0.6799999999999999
8.7,0.63,17,69,0.99734,3.2600000000000002,0.63
7,0.42000000000000004,18,36,0.99476,3.3899999999999997,0.56
11.3,0.37,20,47,0.99734,3.15,0.5700000000000001
7.1,0.16,17,31,0.9932799999999999,3.3499999999999996,0.54
8,0.6,3,7,0.99286,3.22,0.37
7,0.6,20,110,0.99914,3.3,1.1700000000000002
7,0.6,20,110,0.99914,3.3,1.1700000000000002
7.6,0.74,6,12,0.9952099999999999,3.36,0.59
8.2,0.635,25,60,0.9963799999999999,3.29,0.75
5.9,0.395,14,28,0.9936200000000001,3.62,0.6699999999999999
7.5,0.755,6,12,0.99672,3.34,0.49
8.2,0.635,25,60,0.9963799999999999,3.29,0.75
6.6,0.63,51,77.5,0.9955799999999999,3.2,0.45
6.6,0.63,51,77.5,0.9955799999999999,3.2,0.45
7.2,0.53,15,29,0.99323,3.3499999999999996,0.61
5.7,0.6,11,18,0.99191,3.4499999999999997,0.56
6.7,0.8600000000000001,20,57,0.99598,3.6,0.74
9.1,0.37,4,15,0.99576,3.3,0.8
8,0.28,28,68,0.99501,3.36,0.6599999999999999
7.6,0.7899999999999999,21,68,0.9954999999999999,3.12,0.44
7.5,0.61,24,88,0.99612,3.3,0.53
9.7,0.69,22,91,0.9979,3.29,0.62
6.8,0.6799999999999999,15,29,0.99524,3.4099999999999997,0.52
9.7,0.69,22,91,0.9979,3.29,0.62
7,0.62,27,63,0.996,3.2800000000000002,0.61
7.5,0.61,24,88,0.99612,3.3,0.53
6.5,0.51,12,27,0.9929,3.3299999999999996,0.59
8,1.1800000000000002,14,41,0.99532,3.34,0.47000000000000003
7,0.36,20,65,0.9955799999999999,3.4,0.54
7,0.36,24,69,0.9955599999999999,3.4,0.53
7.5,0.63,17,91,0.9961599999999999,3.2600000000000002,0.58
9.9,0.44,10,41,0.9963799999999999,3.18,0.69
7.5,0.63,17,91,0.9961599999999999,3.2600000000000002,0.58
9.1,0.76,18,64,0.99652,2.9,1.33
9.7,0.6599999999999999,12,88,0.99796,3.2600000000000002,0.6599999999999999
9.1,0.33999999999999997,9,18,0.99392,3.18,0.55
9.1,0.36,21,55,0.99495,3.18,0.8200000000000001
6.7,0.46,18,34,0.9948,3.3899999999999997,0.6
6.7,0.46,18,34,0.9948,3.3899999999999997,0.6
6.7,0.46,18,34,0.9948,3.3899999999999997,0.6
6.7,0.46,18,34,0.9948,3.3899999999999997,0.6
6.5,0.52,13,38,0.9954999999999999,3.34,0.52
7.4,0.6,17,91,0.9961599999999999,3.29,0.56
7.4,0.6,17,91,0.9961599999999999,3.29,0.56
7.8,0.8700000000000001,31,67,0.99668,3.2600000000000002,0.46
8.4,0.39,6,25,0.99581,3.09,0.43000000000000005
9.1,0.775,12,48,0.9976,3.18,0.51
7.2,0.8350000000000001,4,11,0.99608,3.3899999999999997,0.52
6.6,0.58,19,40,0.99387,3.38,0.6599999999999999
6,0.5,15,26,0.9944799999999999,3.36,0.45
6,0.5,15,26,0.9944799999999999,3.36,0.45
6,0.5,15,26,0.9944799999999999,3.36,0.45
7.5,0.51,13,31,0.9953799999999999,3.36,0.54
7.5,0.51,13,31,0.9953799999999999,3.36,0.54
7.5,0.51,13,31,0.9953799999999999,3.36,0.54
7.6,0.54,17,31,0.99589,3.3699999999999997,0.51
7.5,0.51,13,31,0.9953799999999999,3.36,0.54
11.5,0.42000000000000004,8,20,0.99852,3.09,0.53
8.2,0.44,10,28,0.99613,3.25,0.53
6.1,0.59,5,13,0.99472,3.52,0.56
7.2,0.655,7,12,0.99587,3.34,0.39
7.2,0.655,7,12,0.99587,3.34,0.39
6.9,0.5700000000000001,21,41,0.99518,3.4099999999999997,0.52
9,0.6,32,73,0.99654,3.34,0.5700000000000001
7.2,0.62,8,46,0.99332,3.32,0.51
7.6,0.645,14,57,0.9969,3.3699999999999997,0.46
7.6,0.645,14,57,0.9969,3.3699999999999997,0.46
7.2,0.58,7,28,0.99568,3.3499999999999996,0.52
6.1,0.32,5,32,0.9946400000000001,3.36,0.44
6.1,0.33999999999999997,4,28,0.9946400000000001,3.36,0.44
7.3,0.43000000000000005,27,67,0.9964799999999999,3.6,0.59
7.4,0.64,52,98,0.9973599999999999,3.2800000000000002,0.5
11.6,0.47500000000000003,6,28,0.99704,3.07,0.65
9.2,0.54,11,38,0.99699,3.24,0.56
8.3,0.8500000000000001,13,54,0.99724,3.36,0.54
11.6,0.47500000000000003,6,28,0.99704,3.07,0.65
8,0.8300000000000001,11,63,0.99652,3.29,0.48000000000000004
7.2,0.605,10,31,0.995,3.46,0.53
7.8,0.5,10,42,0.9971,3.18,0.62
7.3,0.74,10,45,0.99576,3.24,0.5
6.9,0.54,9,105,0.99725,3.25,1.1800000000000002
8,0.77,16,74,0.9965599999999999,3.27,0.5
6.6,0.61,4,8,0.99396,3.3299999999999996,0.37
8.7,0.7799999999999999,12,66,0.99623,3,1.1700000000000002
7.5,0.58,5,14,0.99476,3.21,1.03
8.7,0.7799999999999999,12,66,0.99623,3,1.1700000000000002
7.7,0.75,34,89,0.9966400000000001,3.24,0.45
6.8,0.8150000000000001,16,29,0.99471,3.32,0.51
7.2,0.56,13,100,0.99586,3.2600000000000002,0.52
8.2,0.885,7,31,0.9946,3.11,0.46
5.2,0.49,23,74,0.9953,3.71,0.62
7.2,0.45,10,28,0.99609,3.29,0.51
7.5,0.5700000000000001,11,35,0.99557,3.36,0.62
7.5,0.5700000000000001,11,35,0.99557,3.36,0.62
6.8,0.8300000000000001,4,25,0.99534,3.38,0.45
8,0.6,25,105,0.99613,3.3,0.49
8,0.6,25,105,0.99613,3.3,0.49
7.1,0.755,20,84,0.99593,3.19,0.5
8,0.81,34,85,0.99668,3.19,0.42000000000000004
7.4,0.64,8,23,0.9961,3.3,0.58
7.4,0.64,8,23,0.9961,3.3,0.58
6.6,0.64,7,49,0.99718,3.3499999999999996,0.6799999999999999
6.7,0.48000000000000004,36,111,0.99524,3.1,0.53
6,0.49,15,33,0.99292,3.58,0.59
8,0.64,5,33,0.99612,3.3699999999999997,0.58
7.1,0.62,5,12,0.9942,3.17,0.48000000000000004
8,0.52,19,59,0.99612,3.3,0.48000000000000004
6.4,0.5700000000000001,27,73,0.9966900000000001,3.32,0.48000000000000004
8.6,0.6849999999999999,3,12,0.99745,3.3099999999999996,0.65
8.7,0.6749999999999999,4,11,0.99745,3.3099999999999996,0.65
7.3,0.59,17,104,0.9958400000000001,3.2800000000000002,0.52
7,0.6,13,28,0.9966,3.52,0.62
7.2,0.6699999999999999,10,24,0.9956,3.42,0.72
7.9,0.69,33,141,0.9962,3.25,0.51
7.9,0.69,33,141,0.9962,3.25,0.51
7.6,0.3,6,24,0.9963,3.44,0.8200000000000001
7.2,0.32999999999999996,3,13,0.996,3.23,1.1
8,0.5,12,46,0.9984999999999999,3.4299999999999997,0.62
7.7,0.28,18,34,0.9952,3.2800000000000002,0.9
8.2,0.24000000000000002,8,22,0.9974,3.22,0.9400000000000001
6,0.51,40,54,0.995,3.54,0.93
8.1,0.29000000000000004,35,53,0.995,3.27,1.01
6,0.51,40,54,0.995,3.54,0.93
6.6,0.96,5,16,0.9936,3.5,0.44
6.4,0.47000000000000003,8,19,0.9963,3.56,0.73
8.2,0.24000000000000002,8,22,0.9974,3.22,0.9400000000000001
9.9,0.5700000000000001,12,89,0.9963,3.04,0.9
10,0.32,3,15,0.9994,3.2,0.7799999999999999
6.2,0.58,8,18,0.9966,3.56,0.8400000000000001
10,0.32,3,15,0.9994,3.2,0.7799999999999999
7.3,0.33999999999999997,21,37,0.9952,3.3499999999999996,0.77
7.8,0.53,3,19,0.995,3.16,0.46
7.7,0.64,32,133,0.9956,3.27,0.45
7.8,0.53,3,19,0.995,3.16,0.46
7.5,0.4,24,58,0.9964999999999999,3.34,0.58
7,0.54,39,55,0.9956,3.3899999999999997,0.8400000000000001
6.4,0.53,14,31,0.9968,3.5,0.6699999999999999
8.3,0.26,8,23,0.9974,3.2600000000000002,0.7
8.3,0.26,8,23,0.9974,3.2600000000000002,0.7
7.7,0.23,23,60,0.9971,3.4099999999999997,0.71
7.6,0.41000000000000003,6,23,0.9957,3.3,0.58
7.8,0.64,27,55,0.9962,3.3099999999999996,0.63
7.9,0.18,38,67,0.996,3.3299999999999996,0.93
7.4,0.41000000000000003,18,47,0.9956,3.3699999999999997,0.62
7.6,0.43000000000000005,13,74,0.9958,3.2600000000000002,0.54
5.9,0.44,3,11,0.9944,3.48,0.8500000000000001
6.1,0.4,11,25,0.9954999999999999,3.42,0.74
10,0.38,27,90,0.99914,3.15,0.65
6.8,0.915,15,39,0.99577,3.53,0.54
7,0.59,3,8,0.996,3.4099999999999997,0.47000000000000003
7.3,0.6699999999999999,31,92,0.99566,3.32,0.6799999999999999
7.2,0.37,15,28,0.9947,3.23,0.73
7.4,0.7849999999999999,19,98,0.99713,3.16,0.52
6.9,0.63,18,30,0.99712,3.4,0.75
6.9,0.58,8,22,0.99322,3.38,0.49
7.3,0.6699999999999999,31,92,0.99566,3.32,0.6799999999999999
7.4,0.7849999999999999,19,98,0.99713,3.16,0.52
6.9,0.63,18,30,0.99712,3.4,0.75
6.8,0.6699999999999999,22,39,0.99701,3.4,0.74
6.9,0.58,40,54,0.99683,3.4,0.73
7.2,0.38,15,29,0.99472,3.23,0.76
7.2,0.37,15,28,0.9947,3.23,0.73
7.8,0.32,8,17,0.99732,3.3299999999999996,0.7799999999999999
6.6,0.58,37,53,0.9937400000000001,3.3499999999999996,0.76
7.6,0.49,27,85,0.99706,3.4099999999999997,0.58
11.7,0.45,7,23,0.9997400000000001,3.21,0.69
6.5,0.9,9,17,0.99467,3.5,0.63
6,0.54,38,89,0.9923599999999999,3.3,0.5
7.6,0.49,27,85,0.99706,3.4099999999999997,0.58
8.4,0.29000000000000004,8,20,0.99603,3.3899999999999997,0.6
7.9,0.2,7,15,0.9945799999999999,3.32,0.8
6.4,0.42000000000000004,34,64,0.99724,3.4099999999999997,0.6799999999999999
6.2,0.7849999999999999,6,13,0.9966400000000001,3.59,0.61
6.8,0.64,14,31,0.99545,3.36,0.58
6.9,0.63,14,39,0.99522,3.34,0.53
6.8,0.59,34,53,0.9958,3.4099999999999997,0.6699999999999999
6.8,0.59,34,53,0.9958,3.4099999999999997,0.6699999999999999
7.3,0.48000000000000004,31,54,0.9972799999999999,3.3,0.65
6.7,1.04,19,32,0.9964799999999999,3.52,0.5700000000000001
7.3,0.48000000000000004,31,54,0.9972799999999999,3.3,0.65
7.3,0.98,20,49,0.99705,3.3099999999999996,0.55
