fixed acidity,volatile acidity,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates
6.9,0.28,36,131,0.99696,3.08,0.46
6.9,0.32,11,103,0.9910599999999999,3.06,0.42000000000000004
5.7,0.255,17,137,0.99307,3.2,0.42000000000000004
6.6,0.41000000000000003,28,160,0.99167,2.9499999999999997,0.45
7.3,0.37,59,240,0.99902,3.13,0.45
6.9,0.21000000000000002,17,80,0.98992,3.15,0.46
6.6,0.24000000000000002,39,132,0.99182,3.34,0.46
6.8,0.28,60,207,0.9955599999999999,3.16,0.49
6.6,0.24000000000000002,25,135,0.99582,3.3299999999999996,0.59
6.6,0.24000000000000002,39,132,0.99182,3.34,0.46
7,0.16,29,80,0.98972,3.23,0.36
7,0.14,10,56,0.99352,3.46,0.45
6.3,0.33999999999999997,31,185,0.9946,3.15,0.49
6.8,0.26,70,154,0.99273,3.18,0.52
6.7,0.17,85,182,0.9962799999999999,3.04,0.44
6.5,0.27,74,227,0.99582,3.18,0.5
6.7,0.25,63,206,0.9955299999999999,3.18,0.5
5.8,0.3,45,104,0.98914,3.4,0.56
6.4,0.28,49,106,0.99354,3.1,0.37
7.7,0.3,36,174,0.99976,3.2,0.5
6.8,0.18,19,171,0.99808,3,0.52
6.8,0.18,19,171,0.99808,3,0.52
6.8,0.18,19,171,0.99808,3,0.52
6.8,0.18,19,171,0.99808,3,0.52
6.8,0.18,19,171,0.99808,3,0.52
6.8,0.18,19,171,0.99808,3,0.52
5.1,0.14,15,89,0.9919,3.22,0.43000000000000005
6.8,0.18,19,171,0.99808,3,0.52
7.2,0.615,25,154,0.99499,3.2,0.48000000000000004
6.9,0.13,47,132,0.9965499999999999,3.34,0.42000000000000004
6.7,0.33999999999999997,24,152,0.99615,3.46,0.64
7.3,0.32,32,144,0.99296,3.2,0.55
6.3,0.21000000000000002,49,147,0.99482,3.22,0.38
5.4,0.5,12,107,0.9907900000000001,3.48,0.88
8.2,0.52,18,167,0.99366,3.24,0.39
7.8,0.28,28,208,0.99434,3.23,0.64
6.4,0.22,56,115,0.9895799999999999,3.18,0.7
7.8,0.28,28,208,0.99434,3.23,0.64
6.9,0.32,58,185,0.9993799999999999,3.34,0.6
6.8,0.11,51,132,0.99059,3.18,0.74
6.2,0.26,64,185,0.99835,3.3099999999999996,0.61
6.4,0.22,56,115,0.9895799999999999,3.18,0.7
6.7,0.3,37,107,0.99159,3.3099999999999996,0.63
6.7,0.3,37,107,0.99159,3.3099999999999996,0.63
7.1,0.2,4,28,0.9893099999999999,3.2,0.36
7.2,0.2,22,157,0.9938,3.48,0.49
8.9,0.26,47,202,0.9955799999999999,3.13,0.46
7.5,0.25,53,209,0.99563,3.12,0.46
7.1,0.2,4,28,0.9893099999999999,3.2,0.36
6.3,0.27,44,177,0.99691,3.18,0.6699999999999999
6.5,0.3,61,219,0.9959,3.19,0.5
6.7,0.3,37,107,0.99159,3.3099999999999996,0.63
6.6,0.36,29,140,0.9962799999999999,3.07,0.4
6.1499999999999995,0.21000000000000002,20,80,0.99076,3.3899999999999997,0.47000000000000003
6.5,0.18,47,129,0.99678,3.2800000000000002,0.72
6.5,0.18,47,129,0.99678,3.2800000000000002,0.72
6.5,0.18,47,129,0.99678,3.2800000000000002,0.72
6.6,0.26,48,126,0.99089,3.22,0.38
6.6,0.35,31,150,0.99537,3.1,0.47000000000000003
6.5,0.28,40,144,1.0002,3.14,0.38
6.6,0.36,29,140,0.9962799999999999,3.07,0.4
6.6,0.26,48,126,0.99089,3.22,0.38
6.5,0.18,47,129,0.99678,3.2800000000000002,0.72
6.1499999999999995,0.21000000000000002,20,80,0.99076,3.3899999999999997,0.47000000000000003
4.5,0.19,89,159,0.99332,3.34,0.42000000000000004
8,0.24000000000000002,36,136,0.9931599999999999,3.44,0.51
7.8,0.17,39,128,0.99272,3.3699999999999997,0.41000000000000003
7,0.24000000000000002,42,219,0.9963599999999999,3.4699999999999998,0.46
5.8,0.6,72,197,0.99202,3.56,0.43000000000000005
5.9,0.445,23,109,0.9914799999999999,3.3,0.36
6.7,0.28,36,100,0.9906400000000001,3.2600000000000002,0.39
6.8,0.44,61,186,0.9988400000000001,3.13,0.45
7.2,0.24000000000000002,40,174,0.99773,3.2,0.44
8.7,0.31,27,191,1.00013,2.96,0.88
8.2,0.32,26,87,0.9897400000000001,3.1,0.47000000000000003
7.2,0.24000000000000002,40,174,0.99773,3.2,0.44
8.7,0.31,27,191,1.00013,2.96,0.88
7.5,0.13,42,104,0.99112,3.2800000000000002,0.53
9.2,0.14,36,84,0.9913599999999999,3.05,0.55
7.4,0.2,28,89,0.99132,3.14,0.61
6.1,0.15000000000000002,55,158,0.99642,3.24,0.37
7.6,0.23,14,91,0.99488,3.17,0.8
8.1,0.32999999999999996,24,151,0.99527,3.22,0.47000000000000003
7.1499999999999995,0.17,56,178,0.99578,3.15,0.44
6.7,0.12000000000000001,38,113,0.99352,3.3299999999999996,0.44
5.7,0.18,9,71,0.99199,3.7,0.6799999999999999
5.8,0.15000000000000002,43,127,0.99198,3.24,0.51
6.6,0.23,29,144,0.9975599999999999,3.3299999999999996,0.54
7.1499999999999995,0.17,56,178,0.99578,3.15,0.44
7,0.33999999999999997,43,162,0.99561,3.11,0.53
6.4,0.6799999999999999,25,146,0.99347,3.18,0.4
7.3,0.22,45,80,0.9893599999999999,3.06,0.33999999999999997
6.4,0.28,45,148,0.99786,3.14,0.46
6.8,0.19,71,204,0.9942,3.23,0.69
7.1,0.23,60,196,0.9948,3.19,0.7799999999999999
6.45,0.14,51,129,0.9911599999999999,3.27,0.69
6.5,0.15000000000000002,65,158,0.99688,3.2600000000000002,0.7
7.1,0.15000000000000002,27,73,0.9897400000000001,3.24,0.41000000000000003
6.7,0.32999999999999996,35,156,0.99542,3.11,0.48000000000000004
7.2,0.3,46,178,0.99154,3.19,0.56
7,0.23,46,110,0.99118,3.04,0.65
8,0.13,15,86,0.99044,2.98,0.39
6.2,0.21000000000000002,36,91,0.9914,3.32,0.45
8.3,0.4,15,122,0.9979,3.3899999999999997,0.49
5.9,0.33999999999999997,38,142,0.98892,3.4,0.41000000000000003
6.6,0.12000000000000001,21,131,0.99114,3.2,0.45
9.6,0.655,21,120,0.99188,3,1
6.8,0.26,45,179,0.99583,3.2,0.49
5.9,0.33999999999999997,38,142,0.98892,3.4,0.41000000000000003
5.9,0.3,38,142,0.98892,3.4099999999999997,0.41000000000000003
7,0.15000000000000002,46,120,0.99704,3.2,0.36
7.9,0.37,5,24,0.9911,3.19,0.36
7.2,0.35,23,120,0.99334,2.9299999999999997,0.6599999999999999
7.2,0.32,23,120,0.99334,2.92,0.6599999999999999
7.6,0.1,33,93,0.99094,3.06,0.6799999999999999
6.2,0.25,32,150,0.99014,3.18,0.31
7.1,0.31,21,144,0.99304,3.13,0.4
7.6,0.18,29,110,0.99652,3.2,0.42000000000000004
8,0.17,52,119,0.98944,3.03,0.32999999999999996
7.2,0.19,46,149,0.99772,2.9899999999999998,0.59
7.6,0.32,15,136,0.99367,3.1,0.44
7.1,0.31,21,144,0.99304,3.13,0.4
6.6,0.21000000000000002,35,128,0.99183,3.3699999999999997,0.48000000000000004
7,0.16,28,98,0.9912599999999999,3.11,0.37
8,0.17,52,119,0.98944,3.03,0.32999999999999996
6.6,0.24000000000000002,56,187,0.99577,3.21,0.46
7.2,0.19,46,149,0.99772,2.9899999999999998,0.59
7.6,0.18,29,110,0.99652,3.2,0.42000000000000004
6.9,0.3,26,124,0.9942799999999999,3.18,0.5
6.2,0.28,26,108,0.99388,3.2,0.36
6.9,0.31,20,166,0.99208,3.05,0.54
6.7,0.23,28,143,0.9925599999999999,3.3,0.54
6.2,0.28,26,108,0.99388,3.2,0.36
5.7,0.23,26,121,0.9924999999999999,3.2800000000000002,0.38
6.5,0.22,36,182,0.99904,3.02,0.49
7,0.18,16,104,0.9921599999999999,3.18,0.5
6.9,0.31,20,166,0.99208,3.05,0.54
6.9,0.3,26,124,0.9942799999999999,3.18,0.5
6.5,0.46,15,72,0.99165,3.2600000000000002,0.6
6.5,0.23,43,133,0.99924,3.2600000000000002,0.41000000000000003
6.5,0.23,43,133,0.99924,3.2600000000000002,0.41000000000000003
6.5,0.23,43,133,0.99924,3.2600000000000002,0.41000000000000003
6.6,0.26,68,201,0.9956,3.19,0.38
6.7,0.26,64,200,0.9956200000000001,3.19,0.38
7.5,0.28,59,209,0.9972,3.16,0.63
6.5,0.23,43,133,0.99924,3.2600000000000002,0.41000000000000003
6.8,0.23,56,189,0.9958,3.22,0.48000000000000004
7.8,0.25,66,184,0.99976,3.22,0.75
7.8,0.25,66,184,0.99976,3.22,0.75
5.6,0.2,25,155,0.99296,3.74,0.43000000000000005
6.4,0.21000000000000002,47,182,0.9957,3.24,0.46
6.8,0.23,56,189,0.9958,3.22,0.48000000000000004
6.8,0.24000000000000002,59,188,0.9957900000000001,3.2,0.5
7.8,0.25,46,179,0.9954099999999999,3.14,0.6
7.8,0.25,66,184,0.99976,3.22,0.75
6.8,0.16,59,143,0.99518,3.2,0.4
5.2,0.28,18,69,0.99168,3.24,0.54
7.5,0.18,53,160,0.99276,3.03,0.38
7.5,0.26,29,92,0.99085,3.15,0.38
8.2,0.37,22,171,0.99873,2.9899999999999998,0.8
7.6,0.4,32,101,0.99172,3.22,0.62
7.5,0.26,29,129,0.99312,3.4499999999999997,0.56
7.5,0.18,53,160,0.99276,3.03,0.38
6.9,0.23,62,153,0.9972,3.22,0.42000000000000004
5.3,0.2,22,91,0.99278,3.4099999999999997,0.5
6.5,0.17,34,121,0.99092,3.06,0.46
6.5,0.35,86,213,0.9962,3.16,0.51
6.5,0.29000000000000004,24,79,0.9905299999999999,3.27,0.69
6.8,0.3,41,190,0.9985799999999999,3.18,0.51
7.9,0.51,30,173,0.9984,3.09,0.53
7.9,0.51,13,135,0.99335,3.09,0.51
6.5,0.29000000000000004,24,79,0.9905299999999999,3.27,0.69
7.1,0.29000000000000004,50,141,0.9949,3.13,0.49
6.5,0.35,86,213,0.9962,3.16,0.51
6.5,0.17,34,121,0.99092,3.06,0.46
7.4,0.2,29,95,0.99532,3.16,0.47000000000000003
6.9,0.615,24,131,0.99727,3.19,0.33999999999999997
6.8,0.32,25,100,0.9902599999999999,3.08,0.47000000000000003
6.3,0.2,54,145,0.99668,3.16,0.42000000000000004
6.9,0.615,24,131,0.99727,3.19,0.33999999999999997
8,0.23,49,165,0.9952,3.2600000000000002,0.72
6.7,0.27,9,45,0.99144,3.08,0.4
6.7,0.27,9,45,0.99144,3.08,0.4
6.7,0.44,19,99,0.99015,3.2600000000000002,0.53
7,0.33999999999999997,44,142,0.9914,2.9899999999999998,0.45
7.3,0.26,48,127,0.99693,3.1,0.55
5.8,0.17,96,170,0.99035,3.38,0.9
7.3,0.26,48,127,0.99693,3.1,0.55
5.8,0.17,96,170,0.99035,3.38,0.9
6.8,0.17,38,108,0.9900599999999999,3.19,0.6599999999999999
7.1,0.43000000000000005,15,138,0.9912599999999999,3.18,0.46
5.8,0.315,15,70,0.98994,3.3699999999999997,0.4
5.9,0.17,5,28,0.98985,3.13,0.32
6.6,0.33999999999999997,47,240,0.9971,3.42,0.48000000000000004
8.6,0.32999999999999996,42,240,0.99882,3.17,0.52
5.6,0.12000000000000001,18,97,0.99477,3.36,0.46
5.8,0.13,19,103,0.99478,3.36,0.47000000000000003
7.7,0.18,25,144,0.99576,3.24,0.54
7.7,0.16,25,148,0.99578,3.25,0.54
6,0.26,51,154,0.99354,3.14,0.51
7.3,0.32,8,163,0.99244,3.24,0.42000000000000004
7.7,0.3,4,119,0.99084,3.18,0.33999999999999997
7.9,0.16,58,152,0.99612,3.12,0.37
6.4,0.27,17,118,0.9935599999999999,3.18,0.37
6.9,0.16,36,95,0.98952,2.9299999999999997,0.59
7.9,0.16,58,152,0.99612,3.12,0.37
7.7,0.3,4,119,0.99084,3.18,0.33999999999999997
7.3,0.32,8,163,0.99244,3.24,0.42000000000000004
6.4,0.44,29,228,0.9995499999999999,3.2600000000000002,0.54
6.3,0.2,36,135,0.9937400000000001,3.8,0.6599999999999999
6.2,0.29000000000000004,39,138,0.9892,3.3099999999999996,0.37
7.6,0.39,22,93,0.99144,3.08,0.6
7,0.36,37,131,0.99352,3.09,0.32999999999999996
7,0.36,37,131,0.99352,3.09,0.32999999999999996
7,0.36,35,135,0.9934999999999999,3.09,0.32999999999999996
7.6,0.2,24,111,0.99237,3.29,0.54
7.6,0.39,22,93,0.99144,3.08,0.6
6.7,0.2,42,103,0.99022,3.11,0.45
6.2,0.23500000000000001,4,117,0.99032,3.4,0.44
7.1,0.2,32,211,0.99587,3.3099999999999996,0.59
7.1,0.2,32,211,0.99587,3.3099999999999996,0.59
7.1,0.2,32,211,0.99587,3.3099999999999996,0.59
6.4,0.24000000000000002,35,157,0.99976,3.17,0.5
8,0.3,8,70,0.99354,3.05,0.41000000000000003
6.4,0.24000000000000002,35,157,0.99976,3.17,0.5
6.9,0.4,41,176,0.99552,3.12,0.54
6.9,0.4,42,178,0.99552,3.11,0.53
7.1,0.2,32,211,0.99587,3.3099999999999996,0.59
6.6,0.25,61,189,0.99604,3.22,0.49
6.8,0.26,52,183,0.9958400000000001,3.2,0.51
6.5,0.37,39,107,0.98894,3.22,0.53
6.8,0.35,37,151,0.9963,3.07,0.4
6.4,0.22,15,83,0.993,3.13,0.55
6.5,0.37,39,107,0.98894,3.22,0.53
6.8,0.35,37,151,0.9963,3.07,0.4
6.9,0.31,34,114,0.99068,3.19,0.45
6.7,0.16,45,125,0.9896400000000001,3.19,0.51
6.6,0.25,61,189,0.99604,3.22,0.49
6.8,0.26,52,183,0.9958400000000001,3.2,0.51
5.6,0.15000000000000002,8,79,0.9923,3.3,0.39
5.5,0.15000000000000002,16,99,0.99437,3.2600000000000002,0.38
6.4,0.22,15,83,0.993,3.13,0.55
7.3,0.2,36,123,0.9923799999999999,3.34,0.44
7.5,0.17,52,148,0.99801,3.03,0.46
7.5,0.18,53,151,0.99802,3.03,0.46
7,0.27,60,184,0.99566,3.2,0.5
5.8,0.32,25,153,0.99067,3.44,0.73
7.8,0.26,22,100,0.99066,2.9899999999999998,0.47000000000000003
7.4,0.3,23,128,0.9929,3.17,0.6599999999999999
6.7,0.16,27,109,0.9934,3.34,0.58
5.8,0.32,25,153,0.99067,3.44,0.73
6.7,0.19,14,71,0.98912,3.3099999999999996,0.38
6.6,0.36,15,72,0.99066,3.23,0.39
7.2,0.17,24,126,0.9922799999999999,3.19,0.49
6.7,0.19,14,71,0.98912,3.3099999999999996,0.38
6,0.11,69,148,0.9958,2.9099999999999997,0.33999999999999997
6,0.21000000000000002,63,123,0.99052,3.44,0.42000000000000004
6.7,0.325,49,120,0.99312,2.9899999999999998,0.38
6.6,0.4,42,241,0.9968,3.5,0.6
6.5,0.2,25,150,0.99502,3.22,0.44
7.6,0.27,18,56,0.99084,3.06,0.48000000000000004
7.2,0.26,52,172,0.99573,3.18,0.53
6.3,0.25,41,161,0.9925599999999999,3.16,0.5
6.5,0.22,52,196,0.9959,3.23,0.48000000000000004
6.4,0.14,53,138,0.99084,3.38,0.35
6.4,0.14,53,138,0.99084,3.38,0.35
7.1,0.26,31,170,0.99644,3.17,0.37
6.6,0.22,59,140,0.9952599999999999,3.22,0.4
6.6,0.45,31,186,0.9954,3.12,0.44
6.6,0.17,13,73,0.99095,3.17,0.58
7.2,0.44,22,112,0.99188,3.21,0.37
6.2,0.15000000000000002,51,117,0.9909,3.2800000000000002,0.38
6.3,0.25,41,161,0.9925599999999999,3.16,0.5
6.5,0.22,52,196,0.9959,3.23,0.48000000000000004
7.3,0.26,35,154,0.99581,3.21,0.5
6.9,0.15000000000000002,14,82,0.99132,3.1,0.58
5.8,0.22,34,89,0.9893599999999999,3.14,0.36
6.5,0.37,23,92,0.9913599999999999,3.18,0.38
5.5,0.375,17,98,0.99142,3.29,0.39
5.9,0.2,23,92,0.99232,3.2,0.45
5.9,0.22,24,90,0.99232,3.2,0.47000000000000003
8,0.22,24,97,0.993,3.1,0.42000000000000004
6.5,0.22,16,87,0.9931099999999999,3.15,0.56
6.9,0.15000000000000002,14,82,0.99132,3.1,0.58
5.8,0.2,40,86,0.98993,3.5,0.42000000000000004
6.6,0.31,55,144,0.99208,3.16,0.42000000000000004
7.7,0.43000000000000005,22,210,0.99776,3.02,0.64
6.7,0.24000000000000002,55,136,0.99839,3.03,0.52
7.3,0.23,19,86,0.9957400000000001,3.04,0.56
7.9,0.2,37,154,0.99093,3.08,0.43000000000000005
5.3,0.16,40,101,0.9915599999999999,3.57,0.59
6.4,0.21000000000000002,29,101,0.99278,3.15,0.4
6.9,0.32999999999999996,46,143,0.9924,3.25,0.43000000000000005
5.6,0.18,29,129,0.98984,3.51,0.6
6.6,0.29000000000000004,39,96,0.99035,3.24,0.6
6.9,0.32999999999999996,46,143,0.9924,3.25,0.43000000000000005
6.6,0.21000000000000002,48,113,0.99165,3.24,0.6799999999999999
7.3,0.21000000000000002,66,144,0.9923,3.11,0.52
6.4,0.21000000000000002,29,101,0.99278,3.15,0.4
5.1,0.11,12,90,0.99008,3.57,0.52
6.5,0.15000000000000002,19,76,0.9896400000000001,3.18,0.41000000000000003
5.3,0.16,40,101,0.9915599999999999,3.57,0.59
5.6,0.19,33,115,0.9909,3.36,0.5
5.6,0.18,29,129,0.98984,3.51,0.6
6.7,0.48000000000000004,22,121,0.9889,3.15,0.53
6.2,0.23,18,128,0.99178,3.05,0.28
6,0.17,25,108,0.99076,3.14,0.33999999999999997
6.7,0.48000000000000004,22,121,0.9889,3.15,0.53
6.7,0.15000000000000002,20,84,0.9904599999999999,3.09,0.53
4.2,0.17,93,161,0.98999,3.65,0.89
5.8,0.21000000000000002,38,95,0.9894599999999999,3.23,0.9400000000000001
5.4,0.23,74,121,0.98976,3.24,0.99
6.7,0.15000000000000002,20,84,0.9904599999999999,3.09,0.53
6.4,0.22,57,135,0.99672,3.21,0.38
6.5,0.15000000000000002,75,162,0.99482,2.9699999999999998,0.4
5.9,0.32,35,138,0.9894499999999999,3.3699999999999997,0.42000000000000004
5.7,0.37,24,88,0.98883,3.18,0.39
7.9,0.25,22,64,0.9936200000000001,2.9299999999999997,0.49
7.2,0.21000000000000002,38,94,0.99075,2.9899999999999998,0.43000000000000005
7,0.24000000000000002,37,125,0.9943599999999999,3.2,0.39
6.8,0.47500000000000003,16,81,0.98988,3.23,0.53
7,0.28,30,114,0.9915799999999999,3.12,0.64
6.9,0.4,24,87,0.99265,3.15,0.45
6.6,0.41000000000000003,18,101,0.99195,3.13,0.41000000000000003
6.4,0.2,24,84,0.99168,3.3099999999999996,0.55
8.5,0.22,5,25,0.9918,3.04,0.37
8.4,0.36,21,132,0.99313,2.9499999999999997,0.39
5.2,0.28500000000000003,64,138,0.9894999999999999,3.19,0.33999999999999997
6.9,0.2,40,148,0.9932,3.16,0.35
6.7,0.42000000000000004,67,234,0.9984799999999999,3.23,0.5
6.2,0.16,85,153,0.9909,3.3299999999999996,0.8600000000000001
6.4,0.125,22,68,0.99014,3.15,0.5
6.4,0.44,20,180,0.9952,3.58,0.5700000000000001
7,0.31,42,218,0.99652,3.3699999999999997,0.54
6.7,0.42000000000000004,67,234,0.9984799999999999,3.23,0.5
8.6,0.18,25,78,0.99104,2.9899999999999998,0.38
6.2,0.21000000000000002,59,150,0.99772,3.3099999999999996,0.46
6.1,0.16,37,97,0.9922,3.4,0.58
6.5,0.22,36,92,0.99076,3.27,0.59
6.2,0.36,38,155,0.99622,3.27,0.5
5.7,0.21000000000000002,26,81,0.9902,3.3099999999999996,0.52
6.4,0.25,40,114,0.99114,3.3099999999999996,0.58
7.6,0.31,40,157,0.9938,3.1,0.46
6.6,0.26,59,183,0.99594,3.2,0.45
5.7,0.21000000000000002,26,81,0.9902,3.3099999999999996,0.52
6.2,0.2,22,73,0.99035,3.24,0.52
6.2,0.18,23,73,0.99032,3.23,0.52
6.1,0.37,49,170,0.9955799999999999,3.22,0.48000000000000004
6.2,0.36,38,155,0.99622,3.27,0.5
6.5,0.22,36,92,0.99076,3.27,0.59
7.7,0.18,49,199,0.99413,3.03,0.38
6.9,0.14,22,81,0.9904299999999999,3.03,0.54
6.9,0.14,22,81,0.9904299999999999,3.03,0.54
6,0.44,57,128,0.98982,3.22,0.39
7.1,0.36,26,118,0.98934,3.2,0.45
5.7,0.28,15,65,0.9902,3.06,0.52
6.4,0.16,38,118,0.99449,3.19,0.41000000000000003
7.4,0.28,13,92,0.99629,3.01,0.46
6.7,0.39,27,202,0.9948,3.46,0.5700000000000001
6.5,0.44,44,137,0.98984,3.13,0.32
6.9,0.22,41,131,0.9932599999999999,3.08,0.49
6.6,0.22,39,118,0.99834,3.05,0.5
7.7,0.25,67,196,0.9955499999999999,3.1,0.5
5.2,0.15500000000000003,13,59,0.98975,3.3,0.8400000000000001
7,0.31,45,140,0.9921599999999999,2.98,0.31
7,0.31,45,140,0.9921599999999999,2.98,0.31
6.6,0.22,39,118,0.99834,3.05,0.5
5.6,0.21000000000000002,81,147,0.9901,3.22,0.9500000000000001
5.2,0.15500000000000003,13,59,0.98975,3.3,0.8400000000000001
6.4,0.25,69,192,0.99573,3.14,0.5
6.9,0.22,41,131,0.9932599999999999,3.08,0.49
5.3,0.21000000000000002,11,66,0.99215,3.3,0.4
7.1,0.27,3,89,0.98993,2.9499999999999997,0.3
5.2,0.17,11,68,0.99218,3.3,0.41000000000000003
7.7,0.25,67,196,0.9955499999999999,3.1,0.5
7,0.12000000000000001,41,98,0.9956400000000001,3.19,0.38
7,0.12000000000000001,41,98,0.9956400000000001,3.19,0.38
7.1,0.29000000000000004,49,128,0.99397,3.21,0.4
7.2,0.3,14,111,0.99576,3.11,0.61
6.8,0.26,49,173,0.99601,3.17,0.47000000000000003
7,0.12000000000000001,41,98,0.9956400000000001,3.19,0.38
7.1,0.29000000000000004,49,128,0.99397,3.21,0.4
4.9,0.32999999999999996,39,150,0.98713,3.3299999999999996,0.59
5.1,0.29000000000000004,27,107,0.99308,3.36,0.37
5.1,0.29000000000000004,27,107,0.99308,3.36,0.37
6.8,0.26,55,182,0.99582,3.21,0.45
6,0.28,30,139,0.99494,3.1,0.36
6,0.28,8,108,0.9929,3.08,0.55
7.2,0.2,17,101,0.99471,3.3699999999999997,0.53
6.1,0.27,9,109,0.9929,3.08,0.54
6,0.28,8,108,0.9929,3.08,0.55
6.4,0.29000000000000004,25,79,0.99037,3.29,0.6
7.4,0.35,28,123,0.99304,3.14,0.44
8.1,0.12000000000000001,36,86,0.9902599999999999,2.8,0.55
6.4,0.12000000000000001,37,94,0.98986,3.01,0.56
7.2,0.2,17,101,0.99471,3.3699999999999997,0.53
7.3,0.4,26,90,0.9895099999999999,2.84,0.54
7.7,0.11,41,114,0.99634,3.07,0.59
6.9,0.23,30,114,0.99368,3.22,0.54
6.9,0.38,14,94,0.99792,3.02,0.48000000000000004
7.5,0.38,38,113,0.9902599999999999,3.08,0.48000000000000004
5.8,0.19,38,128,0.9936200000000001,3.77,0.6
5.5,0.33999999999999997,31,119,0.98919,3.55,0.49
6.6,0.23,33,118,0.99835,3.04,0.54
6.6,0.23,33,118,0.99835,3.04,0.54
8.4,0.31,52,148,0.9903799999999999,2.9299999999999997,0.32
6.7,0.2,17,76,0.99104,3.11,0.44
8.4,0.31,52,148,0.9903799999999999,2.9299999999999997,0.32
7.3,0.26,10,112,0.99286,3.11,0.43000000000000005
6.3,0.22,31,128,0.99296,3.12,0.46
6.6,0.23,33,118,0.99835,3.04,0.54
7.5,0.19,50,110,0.9954,3.06,0.52
8,0.14,71,162,0.9914,3.07,0.47000000000000003
6.8,0.32,34,124,0.99286,3.18,0.35
6.6,0.23,45,131,0.99604,2.96,0.51
6.6,0.23,45,131,0.99604,2.96,0.51
6.7,0.36,39,123,0.99119,2.9899999999999998,0.3
6.1,0.38,31,113,0.99007,3.15,0.31
8.5,0.23,30,97,0.99507,3.03,0.39
7,0.2,29,213,0.99596,3.2800000000000002,0.5700000000000001
6,0.26,48,180,0.9901099999999999,3.15,0.33999999999999997
6.9,0.3,4,28,0.99184,3.07,0.32
6.7,0.18,29,115,0.9946900000000001,3.11,0.45
6.7,0.18,29,115,0.9946900000000001,3.11,0.45
6.8,0.18,29,113,0.9940599999999999,3.11,0.45
7.2,0.19,17,103,0.99305,3.15,0.52
6.2,0.16,74,184,0.99096,3.22,0.41000000000000003
5,0.27,58,178,0.9895599999999999,3.4499999999999997,0.31
6.3,0.37,45,152,0.9921,3.29,0.46
6.6,0.2,29,130,0.99496,3.11,0.44
6.8,0.18,29,113,0.9940599999999999,3.11,0.45
6.8,0.18,29,113,0.9940599999999999,3.11,0.45
6.6,0.28,42,119,0.9888,3.03,0.37
6.5,0.35,32,111,0.98942,3.11,0.5
6.9,0.25,35,158,0.99082,3.02,0.58
6,0.32,18,112,0.98802,3.07,0.64
6.8,0.18,29,113,0.9940599999999999,3.11,0.45
6.7,0.18,29,115,0.9946900000000001,3.11,0.45
6.6,0.2,29,130,0.99496,3.11,0.44
6.3,0.37,45,152,0.9921,3.29,0.46
7.2,0.19,17,103,0.99305,3.15,0.52
6.3,0.18,26,111,0.9907400000000001,3.16,0.51
6.9,0.3,40,156,0.98968,3.08,0.36
6.2,0.16,74,184,0.99096,3.22,0.41000000000000003
5,0.27,58,178,0.9895599999999999,3.4499999999999997,0.31
5,0.3,54,173,0.9887,3.36,0.3
6.5,0.2,50,221,0.9994099999999999,2.94,0.64
6.7,0.25,30.5,218,0.99388,3.16,0.53
6.6,0.22,30,105,0.9920599999999999,3.2,0.47000000000000003
6.8,0.25,29,93,0.99035,3.14,0.45
7,0.13,36,105,0.99581,3.05,0.55
7,0.45,12,67,0.9976,3.07,0.38
7.2,0.32,14,104,0.9936200000000001,2.9899999999999998,0.44
7,0.13,36,105,0.99581,3.05,0.55
5.9,0.33999999999999997,57,135,0.9901599999999999,3.09,0.33999999999999997
6.8,0.22,33,121,0.99176,3.02,0.39
7.2,0.32,14,104,0.9936200000000001,2.9899999999999998,0.44
8.4,0.32,3,46,0.99439,3.02,0.33999999999999997
6.8,0.27,6,88,0.9945799999999999,3.34,0.48000000000000004
8,0.74,24,133,0.99418,3.06,0.38
7,0.45,12,67,0.9976,3.07,0.38
7,0.13,36,105,0.99581,3.05,0.55
5.4,0.22,69,152,0.99178,3.7600000000000002,0.63
8.4,0.22,17,118,0.9945599999999999,2.9899999999999998,0.33999999999999997
7.4,0.32,44,150,0.99578,3.1,0.45
7.5,0.18,21,138,0.9954599999999999,3.2,0.55
7.1,0.47000000000000003,22,142,0.99518,3.12,0.48000000000000004
7.1,0.47000000000000003,22,142,0.99518,3.12,0.48000000000000004
5.8,0.19,33,124,0.9964599999999999,3.22,0.41000000000000003
6.7,0.14,15,92,0.9926400000000001,3.3699999999999997,0.49
6.8,0.24000000000000002,50,185,0.99578,3.15,0.5
6.9,0.25,36,156,0.99604,3.15,0.55
6,0.24000000000000002,31,85,0.99014,3.13,0.5
6.8,0.29000000000000004,26,189,0.99489,3.42,0.58
6.3,0.32999999999999996,57,170,0.9988400000000001,3.2600000000000002,0.5700000000000001
6.5,0.23,43,104,0.99054,3.02,0.52
6.3,0.27,59,196,0.99782,3.14,0.4
6.3,0.2,58,130,0.99519,3.2,0.35
6.2,0.32999999999999996,58,173,0.99882,3.25,0.5700000000000001
6.3,0.32999999999999996,57,170,0.9988400000000001,3.2600000000000002,0.5700000000000001
7.2,0.21000000000000002,46,114,0.9931,2.9499999999999997,0.43000000000000005
6,0.27,15,144,0.99666,3.12,0.53
5.7,0.12000000000000001,21,99,0.99324,3.09,0.5700000000000001
6.9,0.24000000000000002,38,112,0.99086,3.19,0.33999999999999997
7.7,0.18,42,167,0.9908,3.11,0.44
